Date first seen,Proto,Src IP Addr,Dst IP Addr,Dst Pt,In Byte,In Packet,Out Byte,Out Packet,Flags,Duration,pattern_idx
2017-04-06 13:40:34.557737124,TCP,192.168.220.13,10199_3,8080.0,1075,12,160,13,.AP.SF,30,2354
2017-04-06 13:40:41.305120098,TCP,192.168.220.13,10220_206,8080.0,931,12,1715,16,.AP.SF,57,2354
2017-04-06 14:04:17.306693336,UDP,192.168.220.5,DNS,53.0,102,2,994,2,......,0,2377
2017-04-06 14:04:17.315396907,UDP,192.168.220.5,DNS,53.0,113,1,893,1,......,0,2377
2017-04-06 14:30:49.919067738,TCP,192.168.220.15,10499_66,80.0,0,3,227,3,.A..SF,0,2455
2017-04-06 14:30:49.920934060,TCP,192.168.220.15,10199_2,80.0,123,2,190,4,.A..SF,0,2455
2017-04-06 14:47:25.138870912,TCP,192.168.220.7,10788_89,443.0,506,7,2348,5,.AP.SF,1,2470
2017-04-06 14:47:25.142648238,TCP,192.168.220.7,10788_89,443.0,2631,7,2244,10,.AP.SF,1,2470
2017-04-06 14:47:25.146065473,TCP,192.168.220.7,10788_89,443.0,483,14,2145,9,.AP.SF,0,2470
2017-04-06 14:47:25.149785035,TCP,192.168.220.7,10788_89,443.0,159,13,2255,9,.AP.SF,0,2470
2017-04-06 16:13:56.203491837,UDP,192.168.220.7,DNS,53.0,341,1,148,1,......,9,2657
2017-04-06 16:13:56.204436053,UDP,192.168.220.16,DNS,53.0,1060,1,149,2,......,5,2657
2017-04-06 16:13:56.409452591,UDP,192.168.220.7,DNS,53.0,168,1,927,1,......,2,2657
2017-04-06 16:13:56.643365306,UDP,192.168.220.16,DNS,53.0,129,1,259,1,......,4,2657
2017-04-06 16:13:56.729791979,UDP,192.168.200.4,DNS,53.0,125,1,157,2,......,5,2657
2017-04-06 16:14:00.034591266,UDP,192.168.200.4,DNS,53.0,162,2,5193,2,......,5,2657
2017-04-06 16:19:41.063678212,TCP,192.168.220.15,13365_222,443.0,5801,18,291,13,......,0,2672
2017-04-06 16:19:41.068716661,TCP,192.168.220.15,10018_62,443.0,5891,9,318,10,......,0,2672
2017-04-06 16:21:58.254538414,TCP,192.168.200.8,10244_15,443.0,203,10,177,26,.APRS.,145,2674
2017-04-06 16:21:58.256058277,TCP,192.168.200.8,10591_235,443.0,3979,20,92,5,.APRS.,173,2674
2017-04-07 07:05:02.120372340,TCP,192.168.200.8,10162_65,443.0,547,3,1868,6,.AP.S.,0,2973
2017-04-07 07:05:02.124890988,TCP,192.168.200.8,192.168.220.2,443.0,535,3,1838,5,.AP.S.,0,2973
2017-04-07 10:50:45.677140265,TCP,192.168.220.15,10028_204,80.0,140,1,262,3,.A..SF,0,3326
2017-04-07 10:50:45.683059214,TCP,192.168.220.4,16077_222,80.0,126,1,267,3,.A..SF,0,3326
2017-04-07 13:29:04.879780366,UDP,192.168.220.13,DNS,53.0,143,2,199,1,......,54,3565
2017-04-07 13:29:04.880796066,UDP,192.168.220.13,DNS,53.0,8881,2,218,2,......,0,3565
2017-04-07 15:26:23.702782416,UDP,192.168.200.8,DNS,53.0,152,2,1091,1,......,0,4016
2017-04-07 15:26:23.703153003,UDP,192.168.200.8,DNS,53.0,143,1,217,2,......,0,4016
2017-04-07 15:26:23.703458293,UDP,192.168.200.8,DNS,53.0,158,2,212,1,......,0,4016
2017-04-07 15:26:23.711543230,UDP,192.168.200.8,DNS,53.0,259,1,177,2,......,59,4016
2017-04-07 15:26:23.712327654,UDP,192.168.200.8,DNS,53.0,157,2,2252969285,2,......,0,4016
2017-04-07 15:32:31.470296192,TCP,192.168.200.9,14645_180,443.0,537,5,1105,6,.AP.S.,482290,4036
2017-04-07 15:32:31.485523280,TCP,192.168.200.9,14645_180,443.0,532,4,1145,7,.AP.S.,252256,4036
2017-04-07 15:32:31.487058906,TCP,192.168.200.9,14645_180,443.0,531,4,1146,6,.AP.S.,0,4036
2017-04-07 15:32:31.621760706,TCP,192.168.200.9,14645_180,443.0,530,4,1119,7,.AP.S.,220251,4036
2017-04-07 15:32:31.626717834,TCP,192.168.200.9,14645_180,443.0,536,4,1099,6,.AP.S.,263914,4036
2017-04-07 16:46:29.551717882,UDP,192.168.220.14,DNS,53.0,1134,1,75,1,......,0,4217
2017-04-07 16:46:29.570323112,UDP,192.168.220.14,DNS,53.0,3687,2,78,2,......,4,4217
2017-04-08 15:34:41.286419774,UDP,192.168.220.14,10176_100,138.0,0,0,229,2,......,0,4720
2017-04-08 15:34:41.295305248,UDP,192.168.220.12,10433_105,138.0,0,0,231,2,......,0,4720
2017-04-08 15:34:41.312429863,UDP,192.168.210.5,192.168.220.12,53.0,91,2,58,2,......,0,4720
2017-04-09 06:25:37.025778462,UDP,192.168.220.4,10031_250,1900.0,0,0,2965,6,......,0,4942
2017-04-09 06:27:46.286680758,UDP,192.168.220.4,12612_250,137.0,0,0,193,1,......,0,4942
2017-04-09 06:26:11.309866428,TCP,192.168.200.8,10031_250,443.0,538,3,1825,5,.AP.S.,0,4945
2017-04-09 06:26:11.312517856,TCP,192.168.200.8,10031_250,443.0,534,4,1942,5,.AP.S.,0,4945
2017-04-10 08:16:50.622272966,UDP,192.168.220.15,DNS,53.0,3949,1,0,2,......,0,5411
2017-04-10 08:16:50.624890988,UDP,192.168.220.15,DNS,53.0,91,2,173,1,......,0,5411
2017-04-10 08:16:50.636772296,UDP,192.168.200.4,DNS,53.0,1836,2,0,1,......,0,5411
2017-04-10 08:16:51.871838296,UDP,192.168.100.4,11744_163,80.0,0,0,150,1,......,0,5414
2017-04-10 08:16:51.879949947,UDP,192.168.200.5,11744_163,8082.0,0,0,77,1,......,0,5414
2017-04-10 09:02:21.971186908,TCP,192.168.220.12,12741_123,443.0,539197174,1066123,2101266990,928506,.APR..,58,5487
2017-04-10 09:02:21.983408968,TCP,192.168.200.4,10581_179,443.0,138347553,719855,796032364,143522,......,0,5487
2017-04-10 09:02:22.004442795,TCP,192.168.100.4,11473_70,443.0,1552289650,1031953,1249272077,1108066,.APR..,0,5487
2017-04-10 10:11:04.434581389,UDP,192.168.220.12,10028_204,137.0,0,0,92,2,......,0,5690
2017-04-10 10:11:04.438506584,UDP,192.168.220.8,DNS,53.0,91,1,214,1,......,0,5690
2017-04-10 10:11:04.443902186,UDP,192.168.220.12,12612_32,137.0,0,0,92,1,......,0,5690
2017-04-10 10:11:04.444756192,UDP,192.168.200.3,10028_204,137.0,0,0,92,2,......,0,5690
2017-04-10 10:11:04.444780013,UDP,192.168.200.4,16379_132,137.0,0,0,92,2,......,0,5690
2017-04-10 10:36:19.945180225,TCP,192.168.220.4,16378_163,443.0,213,28,1881,33,.AP.SF,5,5698
2017-04-10 10:36:19.954251958,TCP,192.168.220.4,10665_85,443.0,286,27,90,37,.AP.SF,5,5698
2017-04-10 11:51:27.185340765,UDP,192.168.210.5,DNS,53.0,103,1,81,2,......,21,5833
2017-04-10 11:51:27.191110233,UDP,192.168.220.9,DNS,53.0,93,1,271,2,......,0,5833
2017-04-10 12:54:42.929946591,UDP,192.168.200.4,DNS,53.0,422,2,7148,2,......,5,5987
2017-04-10 12:54:42.932888777,UDP,192.168.200.4,DNS,53.0,1682,1,149,2,......,25,5987
2017-04-10 12:54:02.946288809,TCP,192.168.220.15,10665_85,443.0,106,10,1451252612,62,.AP.SF,0,5988
2017-04-10 12:55:12.487090007,TCP,192.168.220.15,13940_136,443.0,2674,7,92,23,.APRSF,24,5988
2017-04-10 13:23:05.251377111,TCP,192.168.200.8,10008_251,443.0,872,4,1880,6,.AP.S.,0,6017
2017-04-10 13:23:05.297871900,TCP,192.168.200.5,10008_251,5353.0,0,14,2021,1,......,0,6017
2017-04-10 13:43:22.360152303,UDP,192.168.220.15,DNS,53.0,0,2,141,2,......,313224,6053
2017-04-10 13:43:22.384383513,UDP,192.168.220.15,DNS,53.0,272,1,143,1,......,16,6053
2017-04-10 13:43:22.842909148,UDP,192.168.220.15,192.168.100.5,445.0,4166,102958,152,1,......,0,6053
2017-04-10 13:43:23.244327242,UDP,192.168.220.15,192.168.100.5,53.0,0,52507,92,1249229,......,5,6053
2017-04-10 16:33:05.769814135,UDP,192.168.220.15,DNS,53.0,364,32,157,32,......,3,6280
2017-04-10 16:33:05.812288449,UDP,192.168.220.15,192.168.100.255,138.0,356,26,154,1,......,0,6280
2017-04-10 17:36:36.257718450,UDP,192.168.220.10,DNS,53.0,235,1,1841365129,1,......,426475,6357
2017-04-10 17:36:36.266740732,UDP,192.168.220.4,DNS,53.0,237,1,392191920,1,......,113,6357
2017-04-10 17:36:36.270631506,UDP,192.168.220.4,DNS,53.0,311,760936,65,938695,......,6,6357
2017-04-10 17:36:36.277809442,UDP,192.168.220.10,DNS,53.0,341,960494,2898082189,884644,......,0,6357
2017-04-10 18:15:27.098350929,UDP,192.168.220.4,DNS,53.0,76,2,55,2,......,0,6410
2017-04-10 18:15:30.012731420,UDP,192.168.200.9,DNS,53.0,63,2,66,1,......,0,6410
2017-04-10 19:04:52.286683852,UDP,192.168.220.9,10028_204,137.0,0,0,92,2,......,0,6459
2017-04-10 19:05:20.373556323,TCP,192.168.220.9,14645_180,443.0,887,9,535,12,.APRSF,5,6459
2017-04-11 06:17:19.008048852,UDP,192.168.220.12,DNS,53.0,273,1,152,1,......,0,6615
2017-04-11 06:17:19.018878578,UDP,192.168.220.12,DNS,53.0,269,2,152,2,......,0,6615
2017-04-11 10:36:08.935398223,TCP,192.168.220.13,EXT_SERVER,8082.0,204,2,340,1,.AP...,0,6984
2017-04-11 10:36:08.938144147,UDP,192.168.220.13,10162_65,138.0,0,0,722,1,......,0,6984
2017-04-11 10:36:08.939571701,UDP,192.168.220.8,10162_65,138.0,0,0,694,2,......,0,6984
2017-04-11 15:19:53.728547396,TCP,192.168.220.4,14262_2,443.0,57,4,1714,71,.AP.SF,276664,7482
2017-04-11 15:19:53.748451614,TCP,192.168.220.14,14262_2,443.0,249,11,1797,12,.AP.SF,0,7482
2017-04-11 15:51:33.114822022,TCP,192.168.220.6,13940_99,443.0,336,1447659,1384,0,....S.,21,7532
2017-04-11 15:51:33.116826937,UDP,192.168.220.6,DNS,53.0,225,2,5562,1,......,0,7532
2017-04-11 16:57:22.144981120,TCP,192.168.220.15,10298_198,80.0,92,17,320,10,.AP.SF,113,7595
2017-04-11 16:57:22.149435039,TCP,192.168.220.15,11744_171,80.0,4040,13,3920,12,.AP.SF,0,7595
2017-04-05 06:04:30.906791865,UDP,192.168.200.4,DNS,53.0,1675,2,155,2,......,0,25
2017-04-05 06:04:30.924082799,UDP,192.168.220.4,DNS,53.0,4909,2,2342,2,......,0,25
2017-04-05 07:47:06.441409683,TCP,192.168.220.9,10011_183,80.0,197,3,267,3,.A..SF,6,90
2017-04-05 07:47:06.452675378,TCP,192.168.220.9,10011_183,80.0,203,3,271,4,.A..SF,6,90
2017-04-05 09:49:32.911884350,UDP,192.168.200.4,DNS,53.0,0,1,3427,1,......,39,492
2017-04-05 09:49:32.914507387,UDP,192.168.200.4,DNS,53.0,219,2,2061,2,......,0,492
2017-04-05 09:49:32.932702083,UDP,192.168.200.4,DNS,53.0,6073,1,2053,2,......,0,492
2017-04-05 09:49:33.184173717,UDP,192.168.220.15,DNS,53.0,3814,2,155,1,......,0,492
2017-04-05 11:23:16.988255399,TCP,192.168.220.7,11300_156,443.0,109,1,1804,13,.AP.SF,0,638
2017-04-05 11:23:16.991390876,TCP,192.168.220.4,10042_188,443.0,100,0,1713,10,.AP.SF,0,638
2017-04-05 11:23:23.544809061,UDP,192.168.220.7,DNS,53.0,84,1,266,2,......,0,645
2017-04-05 11:23:23.589465857,UDP,192.168.220.4,DNS,53.0,71,2,1375,2,......,0,645
2017-04-05 12:45:13.696802699,TCP,192.168.200.9,14645_180,443.0,558,5,1126,6,.AP.S.,0,817
2017-04-05 12:45:13.713986318,TCP,192.168.200.9,14645_180,443.0,554,5,1141,7,.AP.S.,0,817
2017-04-05 15:37:00.237814803,TCP,192.168.220.15,11744_163,80.0,128,1,268,3,.A..SF,0,1548
2017-04-05 15:37:00.358049367,UDP,192.168.220.15,DNS,53.0,3487,2,10989,1,......,0,1548
2017-04-05 15:53:30.369784732,UDP,192.168.200.4,DNS,53.0,165,2,66,2,......,0,1601
2017-04-05 15:53:47.996392688,UDP,192.168.200.4,DNS,53.0,169,1,1852,2,......,0,1601
2017-04-05 16:24:10.756329014,UDP,192.168.220.12,10162_65,137.0,0,0,92,2,......,0,1681
2017-04-05 16:24:10.777159155,UDP,192.168.220.13,10162_65,137.0,0,0,91,2,......,0,1681
2017-04-05 16:24:10.801628969,UDP,192.168.220.15,192.168.220.12,53.0,90,1,75,1,......,0,1681
2017-04-05 16:24:11.064630381,UDP,192.168.220.15,192.168.220.13,53.0,90,2,75,2,......,0,1681
2017-04-05 16:24:11.674065341,TCP,10162_65,192.168.220.255,443.0,139,2,1849,6,.AP.S.,0,1681
2017-04-05 18:18:01.297117166,TCP,192.168.200.8,10006_132,443.0,3200,4,1914,5,.AP.S.,0,1793
2017-04-05 18:18:01.306410157,UDP,192.168.200.4,10006_132,138.0,0,0,256,2,......,0,1793
2017-04-06 06:19:51.285523280,UDP,192.168.200.8,192.168.220.255,137.0,397,219467,184,2,......,11,1886
2017-04-06 06:19:51.287058906,UDP,192.168.200.8,DNS,53.0,61,2,60,1,......,13,1886
2017-04-06 11:02:21.165909257,UDP,192.168.200.4,DNS,53.0,119,2,74,2,......,0,2031
2017-04-06 11:02:21.172252877,TCP,192.168.200.4,16378_98,443.0,2270,4,173,12,.AP.SF,104,2031
2017-04-06 11:35:51.697725552,TCP,192.168.220.7,12335_11,443.0,0,0,122,2,...R..,0,2136
2017-04-06 11:35:51.705671395,TCP,192.168.220.7,10793_162,443.0,0,0,121,2,...R..,0,2136
2017-04-06 11:44:35.719173683,UDP,192.168.220.15,DNS,53.0,269,1,148,2,......,11,2155
2017-04-06 11:44:35.725112650,UDP,192.168.220.16,DNS,53.0,356,1,147,2,......,12,2155
2017-04-06 11:44:36.006488734,UDP,192.168.220.16,DNS,53.0,7159,2,618072029,2,......,0,2155
2017-04-06 11:44:36.486715684,UDP,192.168.220.15,DNS,53.0,14694,2,149,1,......,0,2155
2017-04-06 11:44:36.493123201,UDP,192.168.220.15,DNS,53.0,91,2,1636,1,......,0,2155
2017-04-06 11:44:36.498931605,UDP,192.168.220.15,DNS,53.0,523,2,995,1,......,0,2155
2017-04-06 11:44:36.612803216,UDP,192.168.220.16,DNS,53.0,4073,2,148,2,......,62,2155
2017-04-06 11:44:36.620802077,UDP,192.168.220.16,DNS,53.0,158,2,2415,1,......,0,2155
2017-04-06 12:58:53.799719826,UDP,192.168.200.5,DNS,53.0,132,2,141,1,......,0,2277
2017-04-06 12:58:53.833811839,UDP,192.168.200.5,DNS,53.0,136,1,140,1,......,0,2277
2017-04-06 12:58:53.955677550,UDP,192.168.220.12,DNS,53.0,138,2,141,2,......,0,2277
2017-04-06 12:58:54.779478989,UDP,192.168.100.5,DNS,53.0,92,1,143,1,......,0,2277
2017-04-06 16:27:28.525039062,UDP,192.168.220.15,192.168.100.6,53.0,675,2,81,1,......,0,2684
2017-04-06 16:27:28.525280404,UDP,192.168.100.6,10008_251,137.0,0,0,91,2,......,0,2684
2017-04-06 16:27:30.395798418,TCP,192.168.220.15,10294_70,80.0,823,6,2099,3,.AP.SF,16,2684
2017-04-06 17:15:32.343634344,TCP,192.168.220.8,11062_193,80.0,135,2,268,4,.A..SF,0,2724
2017-04-06 17:15:32.662821747,UDP,192.168.220.8,DNS,53.0,36787,1,1013,2,......,0,2724
2017-04-06 17:15:32.668758938,UDP,192.168.220.15,DNS,53.0,192,1,1709,1,......,0,2724
2017-04-06 17:24:30.149173410,UDP,192.168.200.4,DNS,53.0,285,1,268,2,......,71,2791
2017-04-06 17:24:30.194017804,UDP,192.168.200.4,DNS,53.0,15861,2,74,1,......,0,2791
2017-04-06 18:27:22.345832169,UDP,192.168.220.7,DNS,53.0,1384,2,76,1,......,0,2900
2017-04-06 18:27:22.357293779,UDP,192.168.220.15,DNS,53.0,2873,2,0,2,......,0,2900
2017-04-06 18:27:22.357876699,UDP,192.168.220.15,DNS,53.0,531,1,144,2,......,0,2900
2017-04-06 18:27:22.366491173,UDP,192.168.220.7,192.168.220.15,53.0,297,1,1053,1,......,0,2900
2017-04-06 18:27:22.368335935,UDP,192.168.220.7,DNS,53.0,0,2,1041,2,......,0,2900
2017-04-06 18:27:22.531641744,UDP,192.168.220.15,192.168.220.15,53.0,2355,2,76,2,......,0,2900
2017-04-06 18:27:22.613043751,UDP,192.168.220.7,192.168.220.7,53.0,1242,2,76,2,......,0,2900
2017-04-06 18:27:28.650523311,UDP,192.168.220.7,192.168.220.7,53.0,139,2,1306,1,......,0,2900
2017-04-06 20:04:37.873534921,TCP,192.168.210.5,16378_28,80.0,1028,6,10406,11,.AP.SF,6,2918
2017-04-06 20:04:38.013965664,TCP,192.168.210.5,11027_34,80.0,123,1,198,2,.A..SF,7,2918
2017-04-07 07:05:40.078924795,TCP,192.168.220.8,16376_229,443.0,104,19,3303,19,.APRSF,23,2981
2017-04-07 07:05:40.084740668,TCP,192.168.220.8,11046_113,443.0,106,18,2861,19,.APRSF,24,2981
2017-04-07 09:54:21.021805728,UDP,192.168.220.15,DNS,53.0,108,1,147,1,......,251652,3281
2017-04-07 09:54:21.026374692,UDP,192.168.220.15,DNS,53.0,239,2,149,2,......,280919,3281
2017-04-07 09:54:21.034601582,UDP,192.168.220.15,DNS,53.0,119,2,148,1,......,0,3281
2017-04-07 09:54:21.055465836,UDP,192.168.220.15,DNS,53.0,160,2,3980,1,......,118842,3281
2017-04-07 11:53:16.739860988,UDP,192.168.220.15,DNS,53.0,5942,1,148,1,......,0,3357
2017-04-07 11:53:16.833528472,UDP,192.168.220.12,DNS,53.0,132,1,149,1,......,12,3357
2017-04-07 11:53:17.153757110,UDP,192.168.220.12,DNS,53.0,2321,1,147,2,......,127,3357
2017-04-07 11:53:19.649251321,UDP,192.168.220.12,DNS,53.0,83,1,148,2,......,0,3357
2017-04-07 11:53:22.164853385,UDP,192.168.220.12,DNS,53.0,0,2,149,1,......,0,3357
2017-04-07 11:53:22.197827635,UDP,192.168.220.12,DNS,53.0,2569,2,150,2,......,0,3357
2017-04-07 11:53:22.250968267,UDP,192.168.220.4,DNS,53.0,1681,1,147,2,......,0,3357
2017-04-07 11:53:22.367744750,UDP,192.168.220.15,DNS,53.0,135,1,149,2,......,11,3357
2017-04-07 13:50:22.577653832,UDP,192.168.200.4,DNS,53.0,394,1,2184,1,......,0,3720
2017-04-07 13:50:23.603185137,UDP,192.168.200.4,AttributeType.USE_PLACEHOLDER:0,53.0,634,2,59,2,......,0,3720
2017-04-07 16:14:50.911319353,UDP,192.168.200.4,DNS,53.0,123,2,879,2,......,0,4103
2017-04-07 16:15:13.762607813,TCP,192.168.200.4,13365_222,80.0,125,2,266,3,.A..SF,0,4103
2017-04-07 23:02:48.889136146,TCP,192.168.220.15,192.168.200.2,80.0,128,1,271,3,.A..SF,6,4410
2017-04-07 23:03:37.529698135,UDP,192.168.220.15,DNS,53.0,311,2,143,2,......,40,4410
2017-04-08 02:09:36.306831851,UDP,192.168.220.14,DNS,53.0,239,2,150,1,......,3,4458
2017-04-08 02:10:56.604673456,UDP,192.168.200.4,DNS,53.0,272,1,172,2,......,0,4458
2017-04-08 07:20:01.556835675,TCP,192.168.200.5,EXT_SERVER,8000.0,72,6,1092,25,.AP.SF,0,4551
2017-04-08 07:20:01.562513938,TCP,192.168.200.9,EXT_SERVER,8000.0,76,6,674,6,.AP.SF,110,4551
2017-04-08 11:19:00.337833061,TCP,192.168.220.15,10263_186,443.0,19725,4,2117,32,......,0,4614
2017-04-08 11:19:00.360687619,TCP,192.168.220.13,16377_215,443.0,447,7,2045,38,......,37,4614
2017-04-08 12:55:13.895968344,TCP,192.168.220.15,10588_24,80.0,148,5,4305,22,.AP.SF,1,4656
2017-04-08 12:55:13.909171777,TCP,192.168.220.15,16376_229,80.0,151,5,782,20,.AP.SF,1,4656
2017-04-08 13:55:27.706507397,UDP,192.168.220.13,192.168.200.255,445.0,193,1,150,2,......,6,4685
2017-04-08 13:55:27.710166711,UDP,192.168.220.13,192.168.200.255,137.0,258,1,152,1,......,0,4685
2017-04-08 13:55:27.710349423,UDP,192.168.220.16,192.168.200.255,137.0,190,1,79,2,......,0,4685
2017-04-08 13:55:27.719196183,UDP,192.168.220.16,192.168.200.255,137.0,436,1,271,2,......,0,4685
2017-04-08 13:55:28.859413514,UDP,192.168.220.13,DNS,53.0,23030,2,70,2,......,0,4685
2017-04-08 13:55:47.140091712,UDP,192.168.220.13,192.168.220.13,53.0,1270,2,86,2,......,0,4685
2017-04-08 15:27:48.578463707,TCP,192.168.220.7,EXT_SERVER,8082.0,197,2,380,2,.AP...,0,4694
2017-04-08 15:27:48.582380575,UDP,192.168.220.7,DNS,53.0,82,2,73,2,......,0,4694
2017-04-08 15:10:35.864193922,UDP,192.168.210.5,10325_11,138.0,0,0,236,2,......,0,4715
2017-04-08 15:10:35.900237178,UDP,192.168.200.8,10433_105,138.0,0,0,242,1,......,0,4715
2017-04-08 15:10:36.080252881,UDP,192.168.100.5,192.168.210.5,53.0,128,2,1852464277,2,......,0,4715
2017-04-08 20:23:46.896517373,TCP,192.168.200.9,11270_108,80.0,119,2,197,4,.A..SF,0,4834
2017-04-08 20:23:46.916955808,TCP,192.168.200.9,10199_4,80.0,119,2,190,2,.A..SF,0,4834
2017-04-10 07:20:52.174392203,UDP,192.168.220.15,DNS,53.0,5585,1,231,2,......,0,5336
2017-04-10 07:20:52.538842768,UDP,192.168.220.15,DNS,53.0,38039,2,169,2,......,14,5336
2017-04-10 07:21:05.707043372,UDP,192.168.220.15,DNS,53.0,257,2,2988,2,......,5,5336
2017-04-10 07:21:09.691078810,UDP,192.168.220.15,DNS,53.0,2080,1,75,1,......,0,5336
2017-04-10 09:34:11.372561037,UDP,192.168.220.5,DNS,53.0,269,2,154,2,......,0,5499
2017-04-10 09:34:11.498850414,UDP,192.168.220.5,DNS,53.0,277,1,152,1,......,0,5499
2017-04-10 09:36:22.500955031,UDP,192.168.220.5,DNS,53.0,252,2,155,1,......,0,5575
2017-04-10 09:36:22.604253735,UDP,192.168.220.5,DNS,53.0,333,1,206,2,......,0,5575
2017-04-10 09:52:22.688726732,UDP,192.168.200.5,EXT_SERVER,138.0,0,0,243,1,......,0,5619
2017-04-10 09:52:22.700078795,UDP,192.168.100.3,EXT_SERVER,138.0,0,0,250,2,......,0,5619
2017-04-10 09:53:08.574946922,TCP,192.168.200.8,10590_89,443.0,7022,8,3592,58,.AP.SF,0,5634
2017-04-10 09:53:09.499444811,UDP,192.168.200.8,10590_89,53.0,252,1,88,1,......,0,5634
2017-04-10 10:36:11.879512060,TCP,192.168.220.15,10026_67,443.0,6164,50,166,9,.AP.SF,9,5697
2017-04-10 10:36:13.229909405,UDP,192.168.220.15,DNS,53.0,313,2,150,1,......,0,5697
2017-04-10 11:26:49.450906516,TCP,192.168.200.9,14645_180,443.0,549,5,1150,7,.AP.S.,0,5792
2017-04-10 11:26:49.453107130,TCP,192.168.200.9,14645_180,443.0,548,4,1109,7,.AP.S.,0,5792
2017-04-10 11:26:49.453612773,TCP,192.168.200.9,14645_180,443.0,553,4,1150,7,.AP.S.,0,5792
2017-04-10 11:26:49.594346885,TCP,192.168.200.9,14645_180,443.0,533,5,1134,6,.AP.S.,0,5792
2017-04-10 11:55:22.169735102,UDP,192.168.220.6,DNS,53.0,376,2,173,2,......,1,5859
2017-04-10 11:55:22.320993685,UDP,192.168.220.6,DNS,53.0,1432,2,157,2,......,0,5859
2017-04-10 12:05:51.181034985,UDP,192.168.100.6,DNS,53.0,317,1,4229,2,......,3,5882
2017-04-10 12:05:51.186133694,UDP,192.168.220.15,DNS,53.0,201,1,2743,2,......,31,5882
2017-04-10 12:57:55.304226555,TCP,192.168.220.7,10578_200,80.0,368,2,161,4,.A..SF,6,5989
2017-04-10 12:57:55.323788778,TCP,192.168.220.7,10025_202,80.0,155,2,146,2,.A..SF,0,5989
2017-04-10 13:16:59.513743125,UDP,192.168.220.15,DNS,53.0,160,2,77,1,......,8,6000
2017-04-10 13:17:08.994816087,UDP,192.168.220.16,DNS,53.0,152,1,65,2,......,9,6000
2017-04-10 13:17:09.252268001,UDP,192.168.220.7,DNS,53.0,166,2,70,1,......,5,6000
2017-04-10 15:55:37.561750436,UDP,192.168.200.5,DNS,53.0,92,1,74,1,......,0,6243
2017-04-10 15:55:37.569696244,UDP,192.168.220.4,DNS,53.0,92,1,75,2,......,0,6243
2017-04-10 16:21:00.827542151,UDP,192.168.200.4,DNS,53.0,449,1,68,1,......,0,6264
2017-04-10 16:21:00.839047246,UDP,192.168.200.4,DNS,53.0,154,1,156,1,......,0,6264
2017-04-10 16:33:07.742940806,UDP,192.168.200.4,DNS,53.0,363,1,2765,1,......,0,6284
2017-04-10 16:33:11.638746699,UDP,192.168.200.4,DNS,53.0,475,1,81,1,......,0,6284
2017-04-10 16:59:11.729736239,TCP,192.168.200.4,10031_250,80.0,190,6,951,24,.AP.SF,0,6320
2017-04-10 16:59:11.994956696,TCP,192.168.200.4,10026_204,80.0,447,4,811,20,.AP.SF,0,6320
2017-04-11 07:50:33.483568820,UDP,192.168.200.3,DNS,53.0,122,2,782,2,......,0,6740
2017-04-11 07:50:33.536568453,UDP,192.168.200.3,DNS,53.0,139,1,70,2,......,0,6740
2017-04-11 11:05:00.591202947,UDP,192.168.220.14,11744_169,53.0,7565,1,157,1,......,6,7055
2017-04-11 11:05:00.614527864,TCP,192.168.220.14,11744_169,443.0,243,7,88,38,.AP.SF,5,7055
2017-04-11 11:05:00.615214182,UDP,192.168.220.14,10162_65,53.0,321,1,262,1,......,0,7055
2017-04-11 11:05:00.621645107,UDP,192.168.220.14,10026_67,53.0,1038,1,2222,2,......,0,7055
2017-04-11 11:05:00.622296893,TCP,192.168.220.14,10026_67,443.0,11190,10,147,25,.AP.SF,9,7055
2017-04-11 11:05:00.627790775,TCP,192.168.220.14,10019_14,443.0,14992,15,790,4,.AP.SF,7,7055
2017-04-11 11:05:00.629435679,TCP,192.168.220.14,10162_65,443.0,695,8,91,24,.AP.SF,115,7055
2017-04-11 11:05:01.011419770,UDP,192.168.220.14,10019_14,53.0,56,2,1110,2,......,0,7055
2017-04-11 14:03:08.559565662,UDP,192.168.210.5,DNS,53.0,92,1,152,1,......,0,7366
2017-04-11 14:03:08.567069973,UDP,192.168.210.5,DNS,53.0,92,2,151,1,......,0,7366
2017-04-11 14:25:58.978452854,UDP,192.168.220.15,DNS,53.0,93,1,74,1,......,0,7410
2017-04-11 14:25:58.979147209,UDP,192.168.220.8,DNS,53.0,92,2,75,1,......,0,7410
2017-04-11 15:35:40.883498643,TCP,192.168.220.15,10018_62,80.0,131,2,267,3,.A..SF,5,7490
2017-04-11 15:35:40.888695266,TCP,192.168.220.4,10595_82,80.0,127,1,264,3,.A..SF,8,7490
2017-04-11 16:20:32.465530443,TCP,192.168.220.13,12187_185,80.0,910,5,1871099103,4,.AP.SF,1,7577
2017-04-11 16:20:32.486623249,TCP,192.168.220.13,14180_133,80.0,118,1,235,4,.A..SF,0,7577
2017-04-05 07:46:51.339532369,TCP,192.168.100.5,13526_81,443.0,616,58,183,27,.AP.SF,0,74
2017-04-05 07:46:51.362759159,TCP,192.168.220.15,16378_90,443.0,8622,8,1011652665,23,.AP.SF,0,74
2017-04-05 07:46:55.285819249,TCP,192.168.220.15,10126_183,80.0,1595,5,531,4,....S.,227975,89
2017-04-05 07:46:55.288559148,TCP,192.168.220.15,10008_22,80.0,5931,15,546,5,......,27,89
